city,state,state_id,country,lat,lng,population
Micro,North Carolina,NC,US,35.5623,-78.2037,505
Hightsville,North Carolina,NC,US,34.2667,-77.9342,824
Walnut Cove,North Carolina,NC,US,36.2943,-80.1407,1363
Zebulon,North Carolina,NC,US,35.8318,-78.3162,5268
Fruitland,North Carolina,NC,US,35.3928,-82.412,2275
Ramseur,North Carolina,NC,US,35.7372,-79.6543,2949
Dunn,North Carolina,NC,US,35.3113,-78.6129,15576
Lawndale,North Carolina,NC,US,35.4142,-81.5631,589
Nashville,North Carolina,NC,US,35.9693,-77.9552,5487
Matthews,North Carolina,NC,US,35.1195,-80.7101,32117
Aberdeen,North Carolina,NC,US,35.1351,-79.4319,7625
Weaverville,North Carolina,NC,US,35.6962,-82.5581,3911
Mount Pleasant,North Carolina,NC,US,35.3752,-80.4496,1904
East Bend,North Carolina,NC,US,36.2178,-80.5085,578
Fairfield Harbour,North Carolina,NC,US,35.0706,-76.9571,3044
Winton,North Carolina,NC,US,36.3899,-76.9349,737
Bennett,North Carolina,NC,US,35.5664,-79.54,377
Rich Square,North Carolina,NC,US,36.2739,-77.2839,855
King,North Carolina,NC,US,36.2767,-80.3561,6904
River Road,North Carolina,NC,US,35.5107,-76.9898,3387
Newton Grove,North Carolina,NC,US,35.2522,-78.3552,563
Dana,North Carolina,NC,US,35.3239,-82.3722,3426
West Marion,North Carolina,NC,US,35.6525,-82.0191,1395
Eureka,North Carolina,NC,US,35.5414,-77.8763,196
Wilson,North Carolina,NC,US,35.7312,-77.9284,49372
Shallotte,North Carolina,NC,US,33.9755,-78.3807,4092
Caroleen,North Carolina,NC,US,35.2811,-81.7914,737
Wilson's Mills,North Carolina,NC,US,35.5842,-78.3601,2626
South Weldon,North Carolina,NC,US,36.4135,-77.6024,626
Four Oaks,North Carolina,NC,US,35.4503,-78.4172,2082
Clemmons,North Carolina,NC,US,36.0318,-80.3861,20420
Louisburg,North Carolina,NC,US,36.0979,-78.301,3885
Elrod,North Carolina,NC,US,34.6072,-79.2307,705
Parkton,North Carolina,NC,US,34.9028,-79.0098,421
Kitty Hawk,North Carolina,NC,US,36.0717,-75.7184,3496
McFarlan,North Carolina,NC,US,34.8148,-79.9766,109
Norlina,North Carolina,NC,US,36.4451,-78.1952,1063
Bethlehem,North Carolina,NC,US,35.8162,-81.2962,4592
Hayesville,North Carolina,NC,US,35.0463,-83.8181,432
Silver City,North Carolina,NC,US,34.9972,-79.2292,893
Vandemere,North Carolina,NC,US,35.1886,-76.6651,244
Gloucester,North Carolina,NC,US,34.7292,-76.539,522
Hassell,North Carolina,NC,US,35.9084,-77.2762,77
Candor,North Carolina,NC,US,35.2964,-79.7323,828
Whispering Pines,North Carolina,NC,US,35.2538,-79.3753,3956
Northlakes,North Carolina,NC,US,35.7755,-81.3669,1332
Dolliver,Iowa,IA,US,43.4638,-94.6143,60
Bridgeton,North Carolina,NC,US,35.1348,-77.016,441
Charlotte,North Carolina,NC,US,35.2079,-80.8304,1467362
Tabor City,North Carolina,NC,US,34.1538,-78.8737,5987
North Wilkesboro,North Carolina,NC,US,36.1728,-81.1391,18393
Saxapahaw,North Carolina,NC,US,35.9489,-79.321,1370
Delco,North Carolina,NC,US,34.3188,-78.2267,274
Coinjock,North Carolina,NC,US,36.3513,-75.9527,331
Potters Hill,North Carolina,NC,US,34.9645,-77.6983,616
Laurel Hill,North Carolina,NC,US,34.8102,-79.546,1118
Carolina Shores,North Carolina,NC,US,33.9077,-78.5738,4146
Icard,North Carolina,NC,US,35.7253,-81.4582,2890
Leland,North Carolina,NC,US,34.204,-78.028,19976
Whiteville,North Carolina,NC,US,34.3306,-78.7013,7449
Cooleemee,North Carolina,NC,US,35.8126,-80.5561,965
Belmont,North Carolina,NC,US,35.2214,-81.0403,12046
Monroe,North Carolina,NC,US,35.0061,-80.5593,35065
High Shoals,North Carolina,NC,US,35.3957,-81.2047,737
Varnamtown,North Carolina,NC,US,33.9432,-78.236,577
Robersonville,North Carolina,NC,US,35.8248,-77.2529,1374
Ruth,North Carolina,NC,US,35.3824,-81.9448,413
Creswell,North Carolina,NC,US,35.8743,-76.4033,241
South Rosemary,North Carolina,NC,US,36.4463,-77.7065,2488
Southport,North Carolina,NC,US,33.9411,-78.0205,3725
Shelby,North Carolina,NC,US,35.2904,-81.5451,26962
Cherokee,North Carolina,NC,US,35.486,-83.3011,2309
Belvoir,North Carolina,NC,US,35.7111,-77.47,670
Sims,North Carolina,NC,US,35.7601,-78.0589,287
Salvo,North Carolina,NC,US,35.549,-75.4689,269
Badin,North Carolina,NC,US,35.4072,-80.1184,1960
Lake Royale,North Carolina,NC,US,35.9666,-78.196,2677
Long View,North Carolina,NC,US,35.7217,-81.3858,4886
Elizabethtown,North Carolina,NC,US,34.6238,-78.6097,2989
Sparta,North Carolina,NC,US,36.5035,-81.1218,1744
Fremont,North Carolina,NC,US,35.5436,-77.9751,1267
Plain View,North Carolina,NC,US,35.2457,-78.5634,2120
Jacksonville,North Carolina,NC,US,34.7287,-77.394,108872
Stallings,North Carolina,NC,US,35.109,-80.6594,15647
Harkers Island,North Carolina,NC,US,34.7002,-76.5612,1447
Broad Creek,North Carolina,NC,US,34.7304,-76.9241,2450
Duck,North Carolina,NC,US,36.1836,-75.7559,385
Lewiston Woodville,North Carolina,NC,US,36.1141,-77.1811,499
Cliffside,North Carolina,NC,US,35.248,-81.7653,258
Kings Mountain,North Carolina,NC,US,35.2348,-81.3501,10791
Andrews,North Carolina,NC,US,35.1994,-83.8258,1819
Stem,North Carolina,NC,US,36.1963,-78.7201,560
Faith,North Carolina,NC,US,35.5901,-80.4581,796
Stonewall,North Carolina,NC,US,35.1371,-76.7405,268
Clinton,North Carolina,NC,US,35.0005,-78.3311,9428
Fallston,North Carolina,NC,US,35.4289,-81.5023,597
Barker Heights,North Carolina,NC,US,35.3104,-82.4412,1609
Spring Lake,North Carolina,NC,US,35.1841,-78.9962,12580
Lake Santeetlah,North Carolina,NC,US,35.3636,-83.8664,43
La Grange,North Carolina,NC,US,35.3064,-77.789,2515
Taylorsville,North Carolina,NC,US,35.9175,-81.1754,5595
Conover,North Carolina,NC,US,35.7156,-81.2168,8368
Butters,North Carolina,NC,US,34.5603,-78.8489,191
Murphy,North Carolina,NC,US,35.0932,-84.0279,1638
Engelhard,North Carolina,NC,US,35.5092,-76.0096,613
Hobucken,North Carolina,NC,US,35.2544,-76.5712,80
Mulberry,North Carolina,NC,US,36.2257,-81.1653,2132
Beaufort,North Carolina,NC,US,34.7309,-76.6487,4164
Marshallberg,North Carolina,NC,US,34.7267,-76.515,331
Kings Grant,North Carolina,NC,US,34.2665,-77.8659,9119
Rowland,North Carolina,NC,US,34.5362,-79.2928,1014
Mocksville,North Carolina,NC,US,35.9002,-80.562,5416
Cleveland,North Carolina,NC,US,35.7327,-80.6815,875
Parmele,North Carolina,NC,US,35.819,-77.3146,258
Boonville,North Carolina,NC,US,36.234,-80.7093,1168
Fletcher,North Carolina,NC,US,35.4316,-82.5038,8233
Manteo,North Carolina,NC,US,35.9013,-75.661,5403
Unionville,North Carolina,NC,US,35.072,-80.5174,6705
White Oak,North Carolina,NC,US,34.7396,-78.7186,121
Fayetteville,North Carolina,NC,US,35.0846,-78.9776,324700
Cerro Gordo,North Carolina,NC,US,34.3225,-78.9287,200
Lumber Bridge,North Carolina,NC,US,34.8898,-79.0724,90
Staley,North Carolina,NC,US,35.7979,-79.5517,393
Mar-Mac,North Carolina,NC,US,35.3345,-78.0545,3003
Edenton,North Carolina,NC,US,36.058,-76.6008,4507
Spindale,North Carolina,NC,US,35.3599,-81.9232,4218
Reidsville,North Carolina,NC,US,36.3379,-79.6727,13425
Autryville,North Carolina,NC,US,34.9965,-78.6412,200
Gatesville,North Carolina,NC,US,36.4072,-76.7566,299
Frisco,North Carolina,NC,US,35.2331,-75.6289,152
Castalia,North Carolina,NC,US,36.0823,-78.0576,264
Biscoe,North Carolina,NC,US,35.3585,-79.7816,2784
Bayshore,North Carolina,NC,US,34.2893,-77.8025,3790
Cordova,North Carolina,NC,US,34.9103,-79.812,1974
Toast,North Carolina,NC,US,36.4966,-80.6346,1392
River Bend,North Carolina,NC,US,35.0717,-77.1504,3065
Trent Woods,North Carolina,NC,US,35.081,-77.0945,4077
White Plains,North Carolina,NC,US,36.4451,-80.6351,1086
Maysville,North Carolina,NC,US,34.9069,-77.2323,959
Bayboro,North Carolina,NC,US,35.1474,-76.7692,1235
Kingstown,North Carolina,NC,US,35.3621,-81.62,672
Hudson,North Carolina,NC,US,35.8475,-81.4864,3698
Crossnore,North Carolina,NC,US,36.0222,-81.9308,201
Creston,Iowa,IA,US,41.0597,-94.365,7622
Topsail Beach,North Carolina,NC,US,34.3744,-77.6321,420
West Canton,North Carolina,NC,US,35.5384,-82.8671,1224
Surf City,North Carolina,NC,US,34.4345,-77.5643,2342
Moyock,North Carolina,NC,US,36.5165,-76.1728,3227
Mooresboro,North Carolina,NC,US,35.2992,-81.6986,307
Chapel Hill,North Carolina,NC,US,35.927,-79.0391,59862
Bonnetsville,North Carolina,NC,US,34.9993,-78.3962,507
Erwin,North Carolina,NC,US,35.3226,-78.6734,4919
Lake Park,North Carolina,NC,US,35.0848,-80.6349,3790
Wrightsboro,North Carolina,NC,US,34.2895,-77.9217,5642
Red Cross,North Carolina,NC,US,35.2659,-80.3623,749
Wingate,North Carolina,NC,US,34.9855,-80.4496,3959
Washington Park,North Carolina,NC,US,35.5328,-77.0316,432
Bear Grass,North Carolina,NC,US,35.766,-77.1291,69
Brevard,North Carolina,NC,US,35.2439,-82.7265,13603
Stony Point,North Carolina,NC,US,35.8669,-81.047,2021
Pinetown,North Carolina,NC,US,35.6111,-76.8558,132
Highlands,North Carolina,NC,US,35.0539,-83.1976,939
Siler City,North Carolina,NC,US,35.7252,-79.4558,9424
Waxhaw,North Carolina,NC,US,34.9364,-80.7437,15147
Rocky Point,North Carolina,NC,US,34.4441,-77.8909,1879
Holly Ridge,North Carolina,NC,US,34.4952,-77.5271,2377
East Rockingham,North Carolina,NC,US,34.9116,-79.766,3397
Riegelwood,North Carolina,NC,US,34.3444,-78.2198,441
Ansonville,North Carolina,NC,US,35.1042,-80.1098,583
Askewville,North Carolina,NC,US,36.1116,-76.9412,224
Sugar Mountain,North Carolina,NC,US,36.127,-81.8649,197
Harrisburg,North Carolina,NC,US,35.3126,-80.649,15728
Chadbourn,North Carolina,NC,US,34.325,-78.825,1742
Hemby Bridge,North Carolina,NC,US,35.1058,-80.6258,1734
Wrightsville Beach,North Carolina,NC,US,34.213,-77.798,2548
Rex,North Carolina,NC,US,34.8507,-79.0469,25
Oriental,North Carolina,NC,US,35.0359,-76.6816,861
Jamestown,North Carolina,NC,US,35.9984,-79.9353,4167
Winston-Salem,North Carolina,NC,US,36.1029,-80.261,416581
Seven Devils,North Carolina,NC,US,36.1493,-81.8114,205
Boiling Spring Lakes,North Carolina,NC,US,34.0322,-78.068,4934
Gibsonville,North Carolina,NC,US,36.0991,-79.5418,7096
Hollister,North Carolina,NC,US,36.2593,-77.9363,835
Peachland,North Carolina,NC,US,34.9931,-80.266,404
Granite Quarry,North Carolina,NC,US,35.6126,-80.4484,2983
Rockwell,North Carolina,NC,US,35.5538,-80.4072,2142
Wendell,North Carolina,NC,US,35.7823,-78.3959,16408
Ocracoke,North Carolina,NC,US,35.1264,-75.9212,404
Five Points,North Carolina,NC,US,35.0154,-79.3513,781
Aquadale,North Carolina,NC,US,35.2244,-80.2236,221
Keener,North Carolina,NC,US,35.1131,-78.3094,435
Fair Bluff,North Carolina,NC,US,34.3126,-79.0333,896
Moravian Falls,North Carolina,NC,US,36.1069,-81.1808,2200
Dallas,North Carolina,NC,US,35.3167,-81.1826,4698
Garysburg,North Carolina,NC,US,36.4479,-77.5603,943
Cove City,North Carolina,NC,US,35.189,-77.3206,391
Kelly,North Carolina,NC,US,34.4639,-78.3109,349
Claremont,North Carolina,NC,US,35.7102,-81.1533,1398
Pleasant Hill,North Carolina,NC,US,36.258,-80.8904,751
Ayden,North Carolina,NC,US,35.4694,-77.4167,5143
Pembroke,North Carolina,NC,US,34.6766,-79.1934,7544
Forest Oaks,North Carolina,NC,US,35.9889,-79.7079,3467
Locust,North Carolina,NC,US,35.2687,-80.4368,3171
Woodfin,North Carolina,NC,US,35.6458,-82.5914,6489
Mount Olive,North Carolina,NC,US,35.1996,-78.0664,5264
Hamlet,North Carolina,NC,US,34.889,-79.7098,6314
Mint Hill,North Carolina,NC,US,35.1781,-80.6532,26748
Lake Junaluska,North Carolina,NC,US,35.5305,-82.9749,3108
Avery Creek,North Carolina,NC,US,35.4651,-82.5719,2320
Kernersville,North Carolina,NC,US,36.1065,-80.0847,24386
Elm City,North Carolina,NC,US,35.8087,-77.8622,1292
Haw River,North Carolina,NC,US,36.0925,-79.3615,2472
Archer Lodge,North Carolina,NC,US,35.6907,-78.3749,15180
Littleton,North Carolina,NC,US,36.4343,-77.911,609
Avon,North Carolina,NC,US,35.3467,-75.5069,848
McLeansville,North Carolina,NC,US,36.1045,-79.6554,1002
Northchase,North Carolina,NC,US,34.3049,-77.8754,3500
Cherryville,North Carolina,NC,US,35.3844,-81.3781,6579
Gibson,North Carolina,NC,US,34.7595,-79.6069,507
East Arcadia,North Carolina,NC,US,34.3816,-78.3231,473
Atlantic,North Carolina,NC,US,34.8823,-76.344,408
Lattimore,North Carolina,NC,US,35.3154,-81.6602,447
Severn,North Carolina,NC,US,36.5142,-77.1893,246
Royal Pines,North Carolina,NC,US,35.4783,-82.5038,4829
Murraysville,North Carolina,NC,US,34.2919,-77.8429,15111
Tyro,North Carolina,NC,US,35.7997,-80.3765,4252
Speed,North Carolina,NC,US,35.9684,-77.4444,75
Seaboard,North Carolina,NC,US,36.4907,-77.4419,555
Walstonburg,North Carolina,NC,US,35.5961,-77.698,211
Archdale,North Carolina,NC,US,35.9034,-79.9592,11518
Wallace,North Carolina,NC,US,34.7378,-77.9909,4389
China Grove,North Carolina,NC,US,35.5718,-80.579,4202
Lasker,North Carolina,NC,US,36.3502,-77.3058,109
Altamahaw,North Carolina,NC,US,36.1868,-79.5051,332
Elkin,North Carolina,NC,US,36.2621,-80.8443,6483
Powellsville,North Carolina,NC,US,36.2253,-76.9316,249
Harrellsville,North Carolina,NC,US,36.3016,-76.7918,100
Cashiers,North Carolina,NC,US,35.1116,-83.0976,64
Midland,North Carolina,NC,US,35.245,-80.521,3615
New Bern,North Carolina,NC,US,35.0955,-77.0723,50617
Chimney Rock Village,North Carolina,NC,US,35.4503,-82.255,116
Trinity,North Carolina,NC,US,35.8756,-80.0093,6628
Richfield,North Carolina,NC,US,35.4703,-80.2575,612
Brookford,North Carolina,NC,US,35.7031,-81.3453,376
Orrum,North Carolina,NC,US,34.4667,-79.0089,89
Seven Lakes,North Carolina,NC,US,35.2647,-79.5865,4512
Bayview,North Carolina,NC,US,35.4414,-76.7928,247
Camden,North Carolina,NC,US,36.325,-76.17,779
Roseboro,North Carolina,NC,US,34.9536,-78.5121,1171
Seven Springs,North Carolina,NC,US,35.2248,-77.8453,110
Mayodan,North Carolina,NC,US,36.421,-79.9675,4259
Northwest,North Carolina,NC,US,34.3149,-78.1454,778
Columbia,North Carolina,NC,US,35.9201,-76.242,801
Sunbury,North Carolina,NC,US,36.4469,-76.6127,167
Bogue,North Carolina,NC,US,34.698,-77.0311,700
Kenly,North Carolina,NC,US,35.5886,-78.1368,1519
North Topsail Beach,North Carolina,NC,US,34.4931,-77.4338,726
Lumberton,North Carolina,NC,US,34.6312,-79.0186,29047
Clyde,North Carolina,NC,US,35.533,-82.9107,1282
Buxton,North Carolina,NC,US,35.2608,-75.5392,1436
Enfield,North Carolina,NC,US,36.1802,-77.6678,2476
Enochville,North Carolina,NC,US,35.5205,-80.6646,2903
Scotch Meadows,North Carolina,NC,US,34.689,-79.5179,666
Kill Devil Hills,North Carolina,NC,US,36.0167,-75.6699,20334
Lilesville,North Carolina,NC,US,34.9675,-79.9845,486
Gastonia,North Carolina,NC,US,35.2494,-81.1853,180974
Rennert,North Carolina,NC,US,34.8141,-79.0791,381
James City,North Carolina,NC,US,35.0592,-77.02,5882
Banner Elk,North Carolina,NC,US,36.1587,-81.8679,1129
Porters Neck,North Carolina,NC,US,34.2942,-77.7695,7483
Halifax,North Carolina,NC,US,36.3255,-77.5901,211
Kenansville,North Carolina,NC,US,34.9596,-77.9661,840
Randleman,North Carolina,NC,US,35.8165,-79.8066,4131
Black Creek,North Carolina,NC,US,35.6366,-77.9331,772
Hiddenite,North Carolina,NC,US,35.9053,-81.086,361
Everetts,North Carolina,NC,US,35.8347,-77.1723,144
Rocky Mount,North Carolina,NC,US,35.9676,-77.8047,64732
Swepsonville,North Carolina,NC,US,36.0285,-79.355,1354
Hampstead,North Carolina,NC,US,34.3627,-77.7318,5200
Ossipee,North Carolina,NC,US,36.1678,-79.5135,572
Greensboro,North Carolina,NC,US,36.0956,-79.8268,335588
Deercroft,North Carolina,NC,US,34.9592,-79.4351,453
Alliance,North Carolina,NC,US,35.1435,-76.8084,756
Conway,North Carolina,NC,US,36.4371,-77.2288,749
Washington,North Carolina,NC,US,35.5587,-77.0546,16138
Prague,Nebraska,NE,US,41.3095,-96.8081,304
Weddington,North Carolina,NC,US,35.0228,-80.7383,10773
Waco,North Carolina,NC,US,35.3617,-81.4287,312
Atkinson,North Carolina,NC,US,34.5275,-78.1697,345
Pleasant Garden,North Carolina,NC,US,35.9595,-79.7598,4869
Stoneville,North Carolina,NC,US,36.4653,-79.9064,1249
Cricket,North Carolina,NC,US,36.1687,-81.1932,2035
Laurinburg,North Carolina,NC,US,34.7596,-79.4781,20093
Holly Springs,North Carolina,NC,US,35.654,-78.8403,35223
Sharpsburg,North Carolina,NC,US,35.8663,-77.8306,2017
Carthage,North Carolina,NC,US,35.3223,-79.4116,2463
Delway,North Carolina,NC,US,34.8102,-78.2169,44
Maury,North Carolina,NC,US,35.4792,-77.5902,1401
Sneads Ferry,North Carolina,NC,US,34.5564,-77.3824,2910
Scotland Neck,North Carolina,NC,US,36.1309,-77.4214,1899
Shannon,North Carolina,NC,US,34.8477,-79.1395,343
Whitsett,North Carolina,NC,US,36.0784,-79.5721,621
Star,North Carolina,NC,US,35.3992,-79.7832,857
Raeford,North Carolina,NC,US,34.9809,-79.2291,4934
Bermuda Run,North Carolina,NC,US,36.0032,-80.431,2593
Jackson,North Carolina,NC,US,36.3901,-77.4193,466
Calabash,North Carolina,NC,US,33.8945,-78.5571,2158
Edneyville,North Carolina,NC,US,35.4025,-82.3371,2128
Mooresville,North Carolina,NC,US,35.5849,-80.8266,37820
Summerfield,North Carolina,NC,US,36.1973,-79.8999,11198
Simpson,North Carolina,NC,US,35.5752,-77.2789,483
Langdon,North Dakota,ND,US,48.7624,-98.3747,1738
Devils Lake,North Dakota,ND,US,48.1131,-98.8753,7602
Wolford,North Dakota,ND,US,48.4975,-99.7038,34
Churchs Ferry,North Dakota,ND,US,48.2686,-99.1944,12
Leith,North Dakota,ND,US,46.3626,-101.6385,15
Richardton,North Dakota,ND,US,46.8841,-102.3332,538
Mercer,North Dakota,ND,US,47.4905,-100.7104,95
Jessie,North Dakota,ND,US,47.5402,-98.2291,11
Bismarck,North Dakota,ND,US,46.814,-100.7695,97457
Heimdal,North Dakota,ND,US,47.7926,-99.6528,4
East Fairview,North Dakota,ND,US,47.8554,-104.0375,44
Burlington,North Dakota,ND,US,48.2573,-101.4146,1206
Petersburg,North Dakota,ND,US,48.0132,-98.0004,175
Dickinson,North Dakota,ND,US,46.8918,-102.7924,21935
Regan,North Dakota,ND,US,47.1568,-100.5273,45
Calio,North Dakota,ND,US,48.6238,-98.938,20
Amenia,North Dakota,ND,US,47.0065,-97.2241,97
Hannah,North Dakota,ND,US,48.9729,-98.6903,14
De Lamere,North Dakota,ND,US,46.2668,-97.3332,32
Golva,North Dakota,ND,US,46.7347,-103.9829,68
Lignite,North Dakota,ND,US,48.8772,-102.5645,230
Willow City,North Dakota,ND,US,48.6046,-100.2934,162
Rolette,North Dakota,ND,US,48.6609,-99.8417,605
Casselton,North Dakota,ND,US,46.897,-97.2129,2493
Osnabrock,North Dakota,ND,US,48.6699,-98.1489,124
Emerado,North Dakota,ND,US,47.9241,-97.3655,450
Marion,North Dakota,ND,US,46.6091,-98.3375,131
Shell Valley,North Dakota,ND,US,48.8108,-99.8273,1360
Inkster,North Dakota,ND,US,48.1513,-97.6442,49
Sanborn,North Dakota,ND,US,46.9428,-98.2238,180
Springbrook,North Dakota,ND,US,48.2521,-103.4618,32
East Dunseith,North Dakota,ND,US,48.8546,-100.0285,505
Hannaford,North Dakota,ND,US,47.3143,-98.1889,120
Wishek,North Dakota,ND,US,46.2554,-99.5546,935
Alsen,North Dakota,ND,US,48.6303,-98.7048,32
Egeland,North Dakota,ND,US,48.6281,-99.098,27
Hankinson,North Dakota,ND,US,46.0734,-96.8916,891
Almont,North Dakota,ND,US,46.7283,-101.5026,122
Minto,North Dakota,ND,US,48.2924,-97.373,610
Hettinger,North Dakota,ND,US,46.0034,-102.635,1221
Fessenden,North Dakota,ND,US,47.6496,-99.6268,452
Briarwood,North Dakota,ND,US,46.787,-96.7949,79
Hazelton,North Dakota,ND,US,46.4858,-100.2811,218
Bantry,North Dakota,ND,US,48.4977,-100.6098,16
Kindred,North Dakota,ND,US,46.6495,-97.017,762
Leeds,North Dakota,ND,US,48.2875,-99.4344,455
Loma,North Dakota,ND,US,48.6417,-98.5248,15
Manvel,North Dakota,ND,US,48.0727,-97.1778,372
Fort Totten,North Dakota,ND,US,47.9716,-98.9971,1372
Glenfield,North Dakota,ND,US,47.4551,-98.5664,88
Bathgate,North Dakota,ND,US,48.8803,-97.4741,59
Calvin,North Dakota,ND,US,48.8519,-98.938,18
Mylo,North Dakota,ND,US,48.6358,-99.6179,20
Ellendale,North Dakota,ND,US,46.0043,-98.5254,1184
White Earth,North Dakota,ND,US,48.3799,-102.7718,91
Fairmount,North Dakota,ND,US,46.0547,-96.6029,356
Reile's Acres,North Dakota,ND,US,46.927,-96.8666,611
Fort Ransom,North Dakota,ND,US,46.5244,-97.9311,74
Crosby,North Dakota,ND,US,48.9163,-103.2967,1310
Ludden,North Dakota,ND,US,46.0082,-98.1254,21
Clifford,North Dakota,ND,US,47.3482,-97.4101,43
Carrington,North Dakota,ND,US,47.451,-99.1301,2014
Minot,North Dakota,ND,US,48.2374,-101.278,49884
McClusky,North Dakota,ND,US,47.484,-100.4426,378
Sarles,North Dakota,ND,US,48.945,-98.9969,27
Ayr,North Dakota,ND,US,47.0411,-97.4909,17
Tolna,North Dakota,ND,US,47.8257,-98.4382,156
Leonard,North Dakota,ND,US,46.6523,-97.2499,229
Northwood,North Dakota,ND,US,47.7384,-97.5707,902
Kensal,North Dakota,ND,US,47.3,-98.7321,156
Berlin,North Dakota,ND,US,46.3784,-98.4885,37
Cathay,North Dakota,ND,US,47.5541,-99.4107,41
Wahpeton,North Dakota,ND,US,46.2722,-96.6118,11199
Dazey,North Dakota,ND,US,47.1883,-98.2007,100
Foxholm,North Dakota,ND,US,48.3654,-101.5721,39
Lincoln,North Dakota,ND,US,46.7677,-100.6997,4637
Des Lacs,North Dakota,ND,US,48.2564,-101.5636,194
Gladstone,North Dakota,ND,US,46.8595,-102.5701,351
Galesburg,North Dakota,ND,US,47.2701,-97.4087,104
Bowbells,North Dakota,ND,US,48.8037,-102.2471,340
Porcupine,North Dakota,ND,US,46.2218,-101.0999,255
Epping,North Dakota,ND,US,48.2817,-103.3579,115
Niagara,North Dakota,ND,US,47.9983,-97.8717,52
Stanton,North Dakota,ND,US,47.3187,-101.3822,353
Reynolds,North Dakota,ND,US,47.6685,-97.106,307
Binford,North Dakota,ND,US,47.5604,-98.3456,170
Gilby,North Dakota,ND,US,48.0834,-97.4679,232
Enderlin,North Dakota,ND,US,46.6215,-97.5956,847
Solen,North Dakota,ND,US,46.3873,-100.7958,87
Robinson,North Dakota,ND,US,47.1421,-99.7812,48
St. John,North Dakota,ND,US,48.9438,-99.7132,356
Granville,North Dakota,ND,US,48.2663,-100.845,269
Beach,North Dakota,ND,US,46.9192,-104.008,1065
Hillsboro,North Dakota,ND,US,47.403,-97.0635,1592
Larimore,North Dakota,ND,US,47.9091,-97.6269,1286
Gardner,North Dakota,ND,US,47.1445,-96.9686,77
Courtenay,North Dakota,ND,US,47.2241,-98.5685,47
Barney,North Dakota,ND,US,46.2658,-96.9988,50
Grand Forks,North Dakota,ND,US,47.9221,-97.0887,66159
Harmon,North Dakota,ND,US,46.9443,-100.9526,203
Hatton,North Dakota,ND,US,47.6369,-97.4584,748
Canton City,North Dakota,ND,US,48.688,-97.6661,39
Lidgerwood,North Dakota,ND,US,46.0738,-97.1451,625
Turtle Lake,North Dakota,ND,US,47.5216,-100.8906,575
Fredonia,North Dakota,ND,US,46.3291,-99.0955,44
Auburn,North Dakota,ND,US,48.5066,-97.4368,15
Logan,North Dakota,ND,US,48.1557,-101.1664,128
McVille,North Dakota,ND,US,47.7653,-98.1755,331
Hansboro,North Dakota,ND,US,48.9523,-99.3802,13
Dunn Center,North Dakota,ND,US,47.3527,-102.6233,179
Wilton,North Dakota,ND,US,47.1581,-100.7842,723
Brooktree Park,North Dakota,ND,US,47.0038,-96.8961,85
Cooperstown,North Dakota,ND,US,47.445,-98.1257,919
White Shield,North Dakota,ND,US,47.6602,-101.8436,288
Neche,North Dakota,ND,US,48.983,-97.5517,353
Hunter,North Dakota,ND,US,47.1904,-97.2131,257
Hamilton,North Dakota,ND,US,48.808,-97.4518,60
Rolla,North Dakota,ND,US,48.8528,-99.6143,1311
Loraine,North Dakota,ND,US,48.8683,-101.5678,9
Mapleton,North Dakota,ND,US,46.8915,-97.0533,1034
Barton,North Dakota,ND,US,48.5093,-100.1733,0
Drake,North Dakota,ND,US,47.9226,-100.3745,274
Belcourt,North Dakota,ND,US,48.8417,-99.7447,1933
Rutland,North Dakota,ND,US,46.0543,-97.5068,155
Sykeston,North Dakota,ND,US,47.466,-99.3993,111
Glen Ullin,North Dakota,ND,US,46.812,-101.8333,724
Portland,North Dakota,ND,US,47.4995,-97.3693,591
Makoti,North Dakota,ND,US,47.9633,-101.8029,148
Douglas,North Dakota,ND,US,47.8579,-101.5018,61
Westhope,North Dakota,ND,US,48.9112,-101.0176,408
Hague,North Dakota,ND,US,46.0289,-99.9991,65
Kief,North Dakota,ND,US,47.86,-100.5133,14
Max,North Dakota,ND,US,47.8204,-101.2911,349
Fargo,North Dakota,ND,US,46.8653,-96.8292,204820
Jamestown,North Dakota,ND,US,46.9063,-98.6937,15244
Englevale,North Dakota,ND,US,46.3912,-97.9038,144
North River,North Dakota,ND,US,46.9503,-96.802,55
Golden Valley,North Dakota,ND,US,47.2901,-102.0652,172
Fairdale,North Dakota,ND,US,48.49,-98.2312,36
Lansford,North Dakota,ND,US,48.627,-101.3759,250
York,North Dakota,ND,US,48.3132,-99.5733,23
Bowman,North Dakota,ND,US,46.184,-103.3991,1659
Cogswell,North Dakota,ND,US,46.107,-97.7842,96
Horace,North Dakota,ND,US,46.7559,-96.9079,2717
Raleigh,North Dakota,ND,US,46.3572,-101.3054,10
Mohall,North Dakota,ND,US,48.7661,-101.517,767
Oxbow,North Dakota,ND,US,46.6687,-96.8101,307
Bowdon,North Dakota,ND,US,47.4685,-99.7089,128
Pillsbury,North Dakota,ND,US,47.2071,-97.7957,11
Hebron,North Dakota,ND,US,46.9023,-102.0444,677
Zap,North Dakota,ND,US,47.2847,-101.9233,238
Sharon,North Dakota,ND,US,47.5974,-97.8994,92
Nome,North Dakota,ND,US,46.6758,-97.8162,59
Benedict,North Dakota,ND,US,47.8301,-101.0843,75
Pisek,North Dakota,ND,US,48.3107,-97.7105,108
