city,state,state_id,country,lat,lng,population
Toronto,Ontario,ON,CA,43.666667,-79.416667,5213000
Montréal,Québec,QC,CA,45.5,-73.583333,3678000
Vancouver,British Columbia,BC,CA,49.25,-123.133333,2313328
Ottawa,Ontario,ON,CA,45.416667,-75.7,1145000
Calgary,Alberta,AB,CA,51.083333,-114.083333,1110000
Edmonton,Alberta,AB,CA,53.55,-113.5,1058000
Hamilton,Ontario,ON,CA,43.256101,-79.857484,721053
Winnipeg,Manitoba,MB,CA,49.883333,-97.166667,632063
Québec,Québec,QC,CA,46.8,-71.25,624177
Oshawa,Ontario,ON,CA,43.9,-78.866667,450963
Kitchener,Ontario,ON,CA,43.446976,-80.472484,417001
Halifax,Nova Scotia,NS,CA,44.65,-63.6,359111
London,Ontario,ON,CA,42.983333,-81.25,346765
Windsor,Ontario,ON,CA,42.301649,-83.030744,319246
Victoria,British Columbia,BC,CA,48.450234,-123.343529,289625
Saskatoon,Saskatchewan,SK,CA,52.133333,-106.666667,198958
Barrie,Ontario,ON,CA,44.383333,-79.7,182041
Regina,Saskatchewan,SK,CA,50.45,-104.616667,176183
Sudbury,Ontario,ON,CA,46.5,-80.966667,157857
Abbotsford,British Columbia,BC,CA,49.05,-122.3,151683
Sarnia,Ontario,ON,CA,42.978417,-82.388177,144172
Sherbrooke,Québec,QC,CA,45.4,-71.9,139652
Saint John’s,Newfoundland and Labrador,NL,CA,47.55,-52.666667,131469
Kelowna,British Columbia,BC,CA,49.9,-119.483333,125109
Trois-Rivières,Québec,QC,CA,46.35,-72.55,119693
Kingston,Ontario,ON,CA,44.3,-76.566667,114195
Thunder Bay,Ontario,ON,CA,48.4,-89.233333,99334
Moncton,New Brunswick,NB,CA,46.09652,-64.79757,90635
Saint John,New Brunswick,NB,CA,45.230798,-66.095316,87857
Nanaimo,British Columbia,BC,CA,49.15,-123.916667,84905
Peterborough,Ontario,ON,CA,44.3,-78.333333,83627
Saint-Jérôme,Québec,QC,CA,45.766667,-74.0,78439
Red Deer,Alberta,AB,CA,52.266667,-113.8,74857
Lethbridge,Alberta,AB,CA,49.7,-112.833333,70617
Kamloops,British Columbia,BC,CA,50.666667,-120.333333,68714
Prince George,British Columbia,BC,CA,53.916667,-122.766667,65558
Medicine Hat,Alberta,AB,CA,50.033333,-110.683333,63138
Drummondville,Québec,QC,CA,45.883333,-72.483333,59489
Chicoutimi,Québec,QC,CA,48.45,-71.066667,53940
Fredericton,New Brunswick,NB,CA,45.910648,-66.658649,52337
Chilliwack,British Columbia,BC,CA,49.166667,-121.95,51942
North Bay,Ontario,ON,CA,46.3,-79.45,50170
Shawinigan-Sud,Québec,QC,CA,46.528557,-72.751453,49161
Cornwall,Ontario,ON,CA,45.016667,-74.733333,48821
Joliette,Québec,QC,CA,46.034,-73.441,45361
Belleville,Ontario,ON,CA,44.166667,-77.383333,43990
Charlottetown,Prince Edward Island,PE,CA,46.238225,-63.139481,42402
Victoriaville,Québec,QC,CA,46.063106,-71.958802,41500
Grande Prairie,Alberta,AB,CA,55.166667,-118.8,41462
Penticton,British Columbia,BC,CA,49.5,-119.583333,37721
Sydney,Nova Scotia,NS,CA,46.15,-60.166667,37538
Orillia,Ontario,ON,CA,44.6,-79.416667,37483
Rimouski,Québec,QC,CA,48.433333,-68.516667,35584
Timmins,Ontario,ON,CA,48.466667,-81.333333,34974
Prince Albert,Saskatchewan,SK,CA,53.2,-105.75,34609
Campbell River,British Columbia,BC,CA,50.016667,-125.25,33430
Courtenay,British Columbia,BC,CA,49.683333,-125.0,32793
Orangeville,Ontario,ON,CA,43.916366,-80.096671,32640
Moose Jaw,Saskatchewan,SK,CA,50.4,-105.55,32166
Brandon,Manitoba,MB,CA,49.833333,-99.95,28418
Brockville,Ontario,ON,CA,44.594958,-75.682133,26458
Saint-Georges,Québec,QC,CA,46.116667,-70.683333,26149
Sept-Îles,Québec,QC,CA,50.2,-66.383333,25686
Rouyn-Noranda,Québec,QC,CA,48.25,-79.016667,24602
Whitehorse,Yukon,YT,CA,60.716667,-135.05,23276
Owen Sound,Ontario,ON,CA,44.566667,-80.85,22625
Fort McMurray,Alberta,AB,CA,56.733333,-111.383333,21863
Corner Brook,Newfoundland and Labrador,NL,CA,48.95,-57.933333,20791
Val-d’Or,Québec,QC,CA,48.116667,-77.766667,20625
New Glasgow,Nova Scotia,NS,CA,45.583333,-62.633333,20322
Terrace,British Columbia,BC,CA,54.5,-128.583333,19443
North Battleford,Saskatchewan,SK,CA,52.766667,-108.283333,19440
Yellowknife,Northwest Territories,NT,CA,62.45,-114.35,19234
Fort Saint John,British Columbia,BC,CA,56.25,-120.833333,18776
Cranbrook,British Columbia,BC,CA,49.516667,-115.766667,18610
Edmundston,New Brunswick,NB,CA,47.36226,-68.327874,17894
Rivière-du-Loup,Québec,QC,CA,47.833333,-69.533333,16403
Camrose,Alberta,AB,CA,53.016667,-112.816667,15808
Pembroke,Ontario,ON,CA,45.816667,-77.116667,15551
Yorkton,Saskatchewan,SK,CA,51.216667,-102.466667,15172
Swift Current,Saskatchewan,SK,CA,50.283333,-107.766667,14906
Prince Rupert,British Columbia,BC,CA,54.316667,-130.333333,14708
Williams Lake,British Columbia,BC,CA,52.116667,-122.15,14168
Brooks,Alberta,AB,CA,50.566667,-111.9,14163
Quesnel,British Columbia,BC,CA,52.983333,-122.483333,13788
Thompson,Manitoba,MB,CA,55.75,-97.866667,13727
Dolbeau,Québec,QC,CA,48.866667,-72.233333,13337
Powell River,British Columbia,BC,CA,49.883333,-124.55,12779
Wetaskiwin,Alberta,AB,CA,52.966667,-113.383333,11823
Nelson,British Columbia,BC,CA,49.483333,-117.283333,11779
Mont-Laurier,Québec,QC,CA,46.55,-75.5,11642
Kenora,Ontario,ON,CA,49.766667,-94.466667,10852
Dawson Creek,British Columbia,BC,CA,55.766667,-120.233333,10802
Amos,Québec,QC,CA,48.566667,-78.116667,10516
Baie-Comeau,Québec,QC,CA,49.216667,-68.15,10435
Hinton,Alberta,AB,CA,53.4,-117.583333,10265
Selkirk,Manitoba,MB,CA,50.15,-96.883333,9986
Steinbach,Manitoba,MB,CA,49.516667,-96.683333,9729
Weyburn,Saskatchewan,SK,CA,49.666667,-103.85,9362
Amherst,Nova Scotia,NS,CA,45.830019,-64.210024,9336
Kapuskasing,Ontario,ON,CA,49.416667,-82.433333,9240
Dauphin,Manitoba,MB,CA,51.15,-100.05,9077
Dryden,Ontario,ON,CA,49.783333,-92.833333,7862
Revelstoke,British Columbia,BC,CA,51.0,-118.183333,7668
Happy Valley,Newfoundland and Labrador,NL,CA,53.3,-60.3,7572
Banff,Alberta,AB,CA,51.166667,-115.566667,7502
Yarmouth,Nova Scotia,NS,CA,43.833965,-66.113926,7500
La Sarre,Québec,QC,CA,48.8,-79.2,7206
Parry Sound,Ontario,ON,CA,45.333333,-80.033333,7105
Stephenville,Newfoundland and Labrador,NL,CA,48.55,-58.566667,7054
Antigonish,Nova Scotia,NS,CA,45.616667,-61.966667,6739
Flin Flon,Manitoba,MB,CA,54.766667,-101.883333,6393
Fort Nelson,British Columbia,BC,CA,58.816667,-122.533333,6315
Smithers,British Columbia,BC,CA,54.766667,-127.166667,6245
Iqaluit,Nunavut,NU,CA,63.733333,-68.5,6124
Bathurst,New Brunswick,NB,CA,47.558376,-65.656517,6111
The Pas,Manitoba,MB,CA,53.816667,-101.233333,6055
Norway House,Manitoba,MB,CA,53.966667,-97.833333,6000
Meadow Lake,Saskatchewan,SK,CA,54.129722,-108.434722,5882
Vegreville,Alberta,AB,CA,53.5,-112.05,5813
Stettler,Alberta,AB,CA,52.333333,-112.683333,5494
Peace River,Alberta,AB,CA,56.233333,-117.283333,5340
New Liskeard,Ontario,ON,CA,47.5,-79.666667,5203
Hearst,Ontario,ON,CA,49.7,-83.666667,5043
Creston,British Columbia,BC,CA,49.1,-116.516667,4816
Marathon,Ontario,ON,CA,48.75,-86.366667,4627
Cochrane,Ontario,ON,CA,49.066667,-81.016667,4441
Kindersley,Saskatchewan,SK,CA,51.466667,-109.133333,4383
Liverpool,Nova Scotia,NS,CA,44.038414,-64.718433,4331
Melville,Saskatchewan,SK,CA,50.933333,-102.8,4279
Channel-Port aux Basques,Newfoundland and Labrador,NL,CA,47.566667,-59.15,4220
Deer Lake,Newfoundland and Labrador,NL,CA,49.183333,-57.433333,4163
Saint-Augustin,Québec,QC,CA,51.233333,-58.65,3961
Digby,Nova Scotia,NS,CA,44.578466,-65.783525,3949
Jasper,Alberta,AB,CA,52.883333,-118.083333,3907
Hay River,Northwest Territories,NT,CA,60.85,-115.7,3900
Windsor,Nova Scotia,NS,CA,44.958995,-64.144786,3864
La Ronge,Saskatchewan,SK,CA,55.1,-105.3,3783
Deer Lake,Ontario,ON,CA,52.616667,-94.066667,3743
Gaspé,Québec,QC,CA,48.833333,-64.483333,3677
Atikokan,Ontario,ON,CA,48.75,-91.616667,3625
Gander,Newfoundland and Labrador,NL,CA,48.95,-54.55,3345
Fort Chipewyan,Alberta,AB,CA,58.716667,-111.15,3222
Shelburne,Nova Scotia,NS,CA,43.753356,-65.246074,3167
Inuvik,Northwest Territories,NT,CA,68.35,-133.7,3022
Lac La Biche,Alberta,AB,CA,54.771944,-111.964722,2986
Lillooet,British Columbia,BC,CA,50.683333,-121.933333,2893
Chapleau,Ontario,ON,CA,47.833333,-83.4,2663
Burns Lake,British Columbia,BC,CA,54.216667,-125.766667,2635
Gimli,Manitoba,MB,CA,50.633333,-97.0,2623
Athabasca,Alberta,AB,CA,54.716667,-113.266667,2539
Nelson House,Manitoba,MB,CA,55.8,-98.85,2500
Rankin Inlet,Nunavut,NU,CA,62.816667,-92.083333,2472
Port Hardy,British Columbia,BC,CA,50.716667,-127.5,2295
Biggar,Saskatchewan,SK,CA,52.05,-107.983333,2192
Wiarton,Ontario,ON,CA,44.733333,-81.133333,2182
Wawa,Ontario,ON,CA,47.99473,-84.77002,2174
Hudson Bay,Saskatchewan,SK,CA,52.85,-102.383333,2157
Matagami,Québec,QC,CA,49.75,-77.633333,1966
Arviat,Nunavut,NU,CA,61.116667,-94.05,1868
Attawapiskat,Ontario,ON,CA,52.916667,-82.433333,1802
Red Lake,Ontario,ON,CA,51.033333,-93.833333,1765
Moosonee,Ontario,ON,CA,51.266667,-80.65,1725
Tofino,British Columbia,BC,CA,49.133333,-125.9,1655
Igloolik,Nunavut,NU,CA,69.4,-81.8,1612
Inukjuak,Québec,QC,CA,58.45334,-78.102493,1597
Little Current,Ontario,ON,CA,45.966667,-81.933333,1595
Baker Lake,Nunavut,NU,CA,64.316667,-96.016667,1584
Pond Inlet,Nunavut,NU,CA,72.7,-78.0,1549
Cap-Chat,Québec,QC,CA,49.083333,-66.683333,1484
Cambridge Bay,Nunavut,NU,CA,69.116667,-105.033333,1477
Thessalon,Ontario,ON,CA,46.25,-83.55,1464
New Bella Bella,British Columbia,BC,CA,52.166667,-128.133333,1400
Cobalt,Ontario,ON,CA,47.383333,-79.683333,1372
Cape Dorset,Nunavut,NU,CA,64.233333,-76.55,1326
Pangnirtung,Nunavut,NU,CA,66.133333,-65.75,1320
West Dawson,Yukon,YT,CA,64.066667,-139.45,1319
Kugluktuk,Nunavut,NU,CA,67.833333,-115.083333,1302
Geraldton,Ontario,ON,CA,49.716667,-86.966667,1290
Gillam,Manitoba,MB,CA,56.35,-94.7,1281
Kuujjuaq,Québec,QC,CA,58.1,-68.4,1273
Lake Louise,Alberta,AB,CA,51.433333,-116.183333,1248
Nipigon,Ontario,ON,CA,49.016667,-88.25,1204
Nain,Newfoundland and Labrador,NL,CA,56.55,-61.683333,1151
Gjoa Haven,Nunavut,NU,CA,68.633333,-95.916667,1109
Fort McPherson,Northwest Territories,NT,CA,67.433333,-134.866667,1069
Argentia,Newfoundland and Labrador,NL,CA,47.3,-54.0,1063
Norman Wells,Northwest Territories,NT,CA,65.283333,-126.85,1027
Churchill,Manitoba,MB,CA,58.766667,-94.166667,1000
Repulse Bay,Nunavut,NU,CA,66.516667,-86.233333,1000
Tuktoyaktuk,Northwest Territories,NT,CA,69.45,-133.066667,929
Berens River,Manitoba,MB,CA,52.366667,-97.033333,892
Shamattawa,Manitoba,MB,CA,55.85,-92.083333,870
Baddeck,Nova Scotia,NS,CA,46.1,-60.75,852
Coral Harbour,Nunavut,NU,CA,64.133333,-83.166667,834
La Scie,Newfoundland and Labrador,NL,CA,49.966667,-55.583333,817
Watson Lake,Yukon,YT,CA,60.116667,-128.8,802
Taloyoak,Nunavut,NU,CA,69.533333,-93.533333,774
Natashquan,Québec,QC,CA,50.183333,-61.816667,722
Buchans,Newfoundland and Labrador,NL,CA,48.816667,-56.866667,685
Hall Beach,Nunavut,NU,CA,68.766667,-81.2,654
Arctic Bay,Nunavut,NU,CA,73.033333,-85.166667,604
Fort Good Hope,Northwest Territories,NT,CA,66.266667,-128.633333,597
Mingan,Québec,QC,CA,50.3,-64.016667,588
Kangirsuk,Québec,QC,CA,60.016667,-70.033333,549
Sandspit,British Columbia,BC,CA,53.239111,-131.818769,538
Délįne,Northwest Territories,NT,CA,65.183333,-123.416667,525
Fort Smith,Northwest Territories,NT,CA,60.0,-111.883333,518
Cartwright,Newfoundland and Labrador,NL,CA,53.7,-57.016667,505
Holman,Northwest Territories,NT,CA,70.733333,-117.75,500
Lynn Lake,Manitoba,MB,CA,56.85,-101.05,482
Schefferville,Québec,QC,CA,54.8,-66.816667,471
Trout River,Newfoundland and Labrador,NL,CA,49.483333,-58.116667,452
Forteau Bay,Newfoundland and Labrador,NL,CA,51.45,-56.95,448
Fort Resolution,Northwest Territories,NT,CA,61.166667,-113.683333,448
Hopedale,Newfoundland and Labrador,NL,CA,55.45,-60.216667,442
Pukatawagan,Manitoba,MB,CA,55.733333,-101.316667,431
Trepassey,Newfoundland and Labrador,NL,CA,46.733333,-53.366667,398
Kimmirut,Nunavut,NU,CA,62.85,-69.883333,385
Chesterfield Inlet,Nunavut,NU,CA,63.333333,-90.7,374
Eastmain,Québec,QC,CA,52.233333,-78.516667,335
Dease Lake,British Columbia,BC,CA,58.476697,-129.96146,303
Paulatuk,Northwest Territories,NT,CA,69.383333,-123.983333,294
Fort Simpson,Northwest Territories,NT,CA,61.85,-121.333333,283
Brochet,Manitoba,MB,CA,57.883333,-101.666667,278
Cat Lake,Ontario,ON,CA,51.716667,-91.8,277
Radisson,Québec,QC,CA,53.783333,-77.616667,270
Port-Menier,Québec,QC,CA,49.816667,-64.35,263
Resolute,Nunavut,NU,CA,74.683333,-94.9,250
Saint Anthony,Newfoundland and Labrador,NL,CA,51.383333,-55.6,224
Port Hope Simpson,Newfoundland and Labrador,NL,CA,52.533333,-56.3,197
Oxford House,Manitoba,MB,CA,54.95,-95.266667,184
Tsiigehtchic,Northwest Territories,NT,CA,67.433333,-133.75,175
Ivujivik,Québec,QC,CA,62.416667,-77.9,156
Stony Rapids,Saskatchewan,SK,CA,59.266667,-105.833333,152
Alert,Nunavut,NU,CA,82.483333,-62.25,125
Fort Severn,Ontario,ON,CA,55.983333,-87.65,125
Rigolet,Newfoundland and Labrador,NL,CA,54.166667,-58.433333,124
Lansdowne House,Ontario,ON,CA,52.216667,-87.883333,120
Salluit,Québec,QC,CA,62.2,-75.633333,106
Łutselk’e,Northwest Territories,NT,CA,62.4,-110.733333,102
Uranium City,Saskatchewan,SK,CA,59.566667,-108.616667,89
Burwash Landing,Yukon,YT,CA,61.35,-139.0,73
Grise Fiord,Nunavut,NU,CA,76.416667,-82.95,23
Big Beaverhouse,Ontario,ON,CA,52.95,-89.883333,10
Island Lake,Manitoba,MB,CA,53.966667,-94.766667,10
Ennadai,Nunavut,NU,CA,61.133333,-100.883333,0
Vernon,Texas,TX,US,34.148,-99.3,9941
city,state,,US,lat,lng,population
South Creek,Washington,WA,US,46.9994,-122.3921,2500
Roslyn,Washington,WA,US,47.2507,-121.0989,947
Sprague,Washington,WA,US,47.3048,-117.9713,441
Gig Harbor,Washington,WA,US,47.3352,-122.5968,9507
Lake Cassidy,Washington,WA,US,48.0639,-122.092,3591
Tenino,Washington,WA,US,46.8537,-122.8607,1830
Jamestown,Washington,WA,US,48.1229,-123.0911,289
Three Lakes,Washington,WA,US,47.942,-121.9924,3390
Curlew Lake,Washington,WA,US,48.7311,-118.6663,573
Chain Lake,Washington,WA,US,47.9038,-121.9861,4280
Pateros,Washington,WA,US,48.0536,-119.8994,701
Rosburg,Washington,WA,US,46.3076,-123.6344,385
Parkland,Washington,WA,US,47.1417,-122.4376,37019
Birch Bay,Washington,WA,US,48.923,-122.7543,8642
Ashford,Washington,WA,US,46.7537,-122.0113,162
Navy Yard City,Washington,WA,US,47.5508,-122.6655,3154
Omak,Washington,WA,US,48.4228,-119.5159,8130
Farmington,Washington,WA,US,47.0887,-117.0464,154
Buckley,Washington,WA,US,47.1615,-122.02,4819
Cathcart,Washington,WA,US,47.8525,-122.1058,2506
Poulsbo,Washington,WA,US,47.7417,-122.6408,10670
Anacortes,Washington,WA,US,48.4878,-122.6292,17955
Maplewood,Washington,WA,US,47.3715,-122.5689,5340
Creston,Washington,WA,US,47.7595,-118.52,226
Rockford,Washington,WA,US,47.4513,-117.1307,477
Wishram,Washington,WA,US,45.6599,-120.9698,438
Centralia,Washington,WA,US,46.7225,-122.9695,41643
South Hill,Washington,WA,US,47.1203,-122.2848,56379
Longview Heights,Washington,WA,US,46.1796,-122.9577,3678
Erlands Point-Kitsap Lake,Washington,WA,US,47.5973,-122.7021,2973
Amboy,Washington,WA,US,45.9122,-122.4795,2027
St. John,Washington,WA,US,47.0915,-117.5887,561
Dallesport,Washington,WA,US,45.6316,-121.1749,1739
Ketron Island,Washington,WA,US,47.1569,-122.6343,0
Mesa,Washington,WA,US,46.5737,-119.0013,503
Fife,Washington,WA,US,47.2328,-122.3518,10154
Moses Lake North,Washington,WA,US,47.1949,-119.3186,3787
Chewelah,Washington,WA,US,48.2929,-117.7336,2637
Grayland,Washington,WA,US,46.8304,-124.0898,756
Kittitas,Washington,WA,US,46.9837,-120.4191,1491
Camano,Washington,WA,US,48.1865,-122.4708,15989
Monroe North,Washington,WA,US,47.883,-121.9882,1704
North Bonneville,Washington,WA,US,45.6425,-121.9689,999
Klickitat,Washington,WA,US,45.818,-121.1626,358
Loon Lake,Washington,WA,US,48.0685,-117.6298,784
Newport,Washington,WA,US,48.1788,-117.0545,2635
Mead,Washington,WA,US,47.7795,-117.35,6859
Cashmere,Washington,WA,US,47.5175,-120.4671,4864
Aberdeen Gardens,Washington,WA,US,47.0587,-123.7791,283
Ocean Shores,Washington,WA,US,46.9685,-124.1521,5553
Basin City,Washington,WA,US,46.5891,-119.1567,1281
Wilkeson,Washington,WA,US,47.1034,-122.0495,507
Meadow Glade,Washington,WA,US,45.7524,-122.5614,2895
Arlington Heights,Washington,WA,US,48.2119,-122.063,2826
Uniontown,Washington,WA,US,46.5391,-117.0861,343
Oakesdale,Washington,WA,US,47.1305,-117.2465,442
West Side Highway,Washington,WA,US,46.1841,-122.9178,5902
Conconully,Washington,WA,US,48.5571,-119.7513,208
Latah,Washington,WA,US,47.2822,-117.1557,187
Elma,Washington,WA,US,47.0055,-123.4112,3092
Tieton,Washington,WA,US,46.7026,-120.756,1294
Southworth,Washington,WA,US,47.5126,-122.5298,2280
Danville,Washington,WA,US,48.9938,-118.5068,19
Toppenish,Washington,WA,US,46.3807,-120.3125,14441
River Road,Washington,WA,US,48.0677,-123.1276,952
Geneva,Washington,WA,US,48.7461,-122.4064,2632
Yakima,Washington,WA,US,46.5923,-120.5496,133233
Moxee,Washington,WA,US,46.5638,-120.3968,4032
Edmonds,Washington,WA,US,47.8114,-122.3533,42209
Kalama,Washington,WA,US,46.0171,-122.8393,3794
Laurier,Washington,WA,US,48.9974,-118.2248,0
Vashon,Washington,WA,US,47.4122,-122.4726,9635
Country Homes,Washington,WA,US,47.7478,-117.4197,5730
Darrington,Washington,WA,US,48.2546,-121.6029,1406
Metaline Falls,Washington,WA,US,48.8616,-117.3706,245
Lyle,Washington,WA,US,45.6956,-121.2805,548
Cascade Valley,Washington,WA,US,47.1371,-119.3272,1797
Spangle,Washington,WA,US,47.4299,-117.3812,307
Methow,Washington,WA,US,48.1289,-120.0056,78
Waterville,Washington,WA,US,47.648,-120.0707,1198
Lake Roesiger,Washington,WA,US,47.9839,-121.9129,657
Milton,Washington,WA,US,47.2522,-122.3154,8230
Krupp,Washington,WA,US,47.4105,-118.9886,50
Alderton,Washington,WA,US,47.1718,-122.2192,3303
DuPont,Washington,WA,US,47.1079,-122.6496,9487
Edgewood,Washington,WA,US,47.2309,-122.2832,11213
North Puyallup,Washington,WA,US,47.2015,-122.2742,1848
Pacific Beach,Washington,WA,US,47.215,-124.1967,538
Manson,Washington,WA,US,47.8858,-120.1563,1532
Brewster,Washington,WA,US,48.1034,-119.7751,2343
Battle Ground,Washington,WA,US,45.7764,-122.5413,20576
Shoreline,Washington,WA,US,47.7564,-122.3426,56189
Cosmopolis,Washington,WA,US,46.9541,-123.7725,1624
Airway Heights,Washington,WA,US,47.6459,-117.5792,8166
Grandview,Washington,WA,US,46.2431,-119.9084,18858
Inchelium,Washington,WA,US,48.3378,-118.2372,413
Grand Coulee,Washington,WA,US,47.9391,-119.0031,1042
Union,Washington,WA,US,47.3475,-123.0952,272
Torboy,Washington,WA,US,48.6772,-118.6689,48
Kelso,Washington,WA,US,46.1248,-122.8909,12130
Westport,Washington,WA,US,46.8919,-124.112,2051
Junction City,Washington,WA,US,46.9713,-123.7651,10
Lake Ketchum,Washington,WA,US,48.282,-122.348,894
West Pasco,Washington,WA,US,46.2497,-119.1684,1233
Des Moines,Washington,WA,US,47.3914,-122.3154,31238
Davenport,Washington,WA,US,47.6551,-118.1519,1708
Seattle,Washington,WA,US,47.6211,-122.3244,3643765
Lake Stickney,Washington,WA,US,47.8709,-122.2596,9667
Carnation,Washington,WA,US,47.6446,-121.9048,2164
Everett,Washington,WA,US,47.9524,-122.167,110079
Warden,Washington,WA,US,46.9674,-119.0522,2716
Palouse,Washington,WA,US,46.9103,-117.0751,1055
Terrace Heights,Washington,WA,US,46.6024,-120.4482,7849
Clarkston,Washington,WA,US,46.4152,-117.0502,7396
Elmer City,Washington,WA,US,48,-118.9534,247
Mossyrock,Washington,WA,US,46.5305,-122.4887,789
Summit View,Washington,WA,US,47.1343,-122.3468,7421
Suquamish,Washington,WA,US,47.7238,-122.583,4108
Newcastle,Washington,WA,US,47.5303,-122.1633,11681
Stanwood,Washington,WA,US,48.2451,-122.3426,7161
Kapowsin,Washington,WA,US,46.9727,-122.2272,391
Donald,Washington,WA,US,46.4737,-120.3923,0
Altoona,Washington,WA,US,46.2699,-123.6145,61
South Prairie,Washington,WA,US,47.1373,-122.094,443
Eschbach,Washington,WA,US,46.667,-120.6337,377
Indianola,Washington,WA,US,47.7566,-122.5142,3520
Reardan,Washington,WA,US,47.6698,-117.8778,582
Cowiche,Washington,WA,US,46.6729,-120.7154,960
Sunday Lake,Washington,WA,US,48.2306,-122.2684,666
Rocky Point,Washington,WA,US,47.5882,-122.6668,1449
Burbank,Washington,WA,US,46.1991,-118.9728,3398
Lakeland North,Washington,WA,US,47.3374,-122.2814,12487
Granite Falls,Washington,WA,US,48.0874,-121.9704,6565
Camas,Washington,WA,US,45.6003,-122.4306,23331
Skokomish,Washington,WA,US,47.3298,-123.1579,755
Cusick,Washington,WA,US,48.3328,-117.2961,217
Rosalia,Washington,WA,US,47.2363,-117.3769,567
Longbranch,Washington,WA,US,47.2257,-122.7739,3236
Granger,Washington,WA,US,46.3455,-120.1926,3542
North Fort Lewis,Washington,WA,US,47.1221,-122.5966,5009
Tampico,Washington,WA,US,46.5325,-120.8727,465
Tukwila,Washington,WA,US,47.4748,-122.2727,20144
Cathlamet,Washington,WA,US,46.2056,-123.3835,553
Wenatchee,Washington,WA,US,47.4338,-120.3286,71512
Port Ludlow,Washington,WA,US,47.9101,-122.7006,2642
Castle Rock,Washington,WA,US,46.2717,-122.9057,2833
Glacier,Washington,WA,US,48.8903,-121.9323,102
Index,Washington,WA,US,47.8212,-121.5556,205
Republic,Washington,WA,US,48.6477,-118.7326,1062
Bellevue,Washington,WA,US,47.5953,-122.155,144444
Malo,Washington,WA,US,48.7997,-118.6119,72
Anderson Island,Washington,WA,US,47.1577,-122.7037,1292
University Place,Washington,WA,US,47.2148,-122.546,33401
Montesano,Washington,WA,US,47.0102,-123.5858,8494
Rainier,Washington,WA,US,46.8917,-122.6867,2126
Fords Prairie,Washington,WA,US,46.7461,-123.0029,1812
Roy,Washington,WA,US,46.9971,-122.5423,820
Oso,Washington,WA,US,48.2836,-121.9237,212
Marblemount,Washington,WA,US,48.5378,-121.4346,0
Elk Plain,Washington,WA,US,47.0448,-122.3671,14280
Burlington,Washington,WA,US,48.4677,-122.3298,8783
Bangor Base,Washington,WA,US,47.7227,-122.7146,6358
Beaux Arts Village,Washington,WA,US,47.5854,-122.2009,326
Port Gamble Tribal Community,Washington,WA,US,47.8487,-122.5571,920
Olympia,Washington,WA,US,47.0417,-122.8959,196078
East Wenatchee,Washington,WA,US,47.4172,-120.2809,13983
Addy,Washington,WA,US,48.3588,-117.8372,96
Minnehaha,Washington,WA,US,45.6577,-122.6204,11767
Bryn Mawr-Skyway,Washington,WA,US,47.4949,-122.2411,18365
Satsop,Washington,WA,US,47.0223,-123.4737,572
Riverbend,Washington,WA,US,47.4651,-121.7491,2241
Easton,Washington,WA,US,47.2405,-121.1733,395
Silverdale,Washington,WA,US,47.6663,-122.6828,20664
Napavine,Washington,WA,US,46.5844,-122.9007,1893
Lochsloy,Washington,WA,US,48.0597,-122.0411,3188
Ellensburg,Washington,WA,US,46.9994,-120.547,23471
McKenna,Washington,WA,US,46.9365,-122.55,978
Fairfield,Washington,WA,US,47.3848,-117.1748,616
Northwest Stanwood,Washington,WA,US,48.2623,-122.3501,144
Mansfield,Washington,WA,US,47.8119,-119.638,339
Duvall,Washington,WA,US,47.7354,-121.9725,7813
Markham,Washington,WA,US,46.9155,-123.9814,238
Waller,Washington,WA,US,47.2035,-122.3699,8064
Longview,Washington,WA,US,46.146,-122.963,65619
Richland,Washington,WA,US,46.2826,-119.2937,56243
Rosedale,Washington,WA,US,47.3453,-122.6368,4459
Vancouver,Washington,WA,US,45.6367,-122.597,175673
Bethel,Washington,WA,US,47.4874,-122.6175,3673
Custer,Washington,WA,US,48.9143,-122.6397,149
Lofall,Washington,WA,US,47.8113,-122.6564,2211
Fairwood,Washington,WA,US,47.4467,-122.143,19531
Winlock,Washington,WA,US,46.4907,-122.9342,1354
Sumner,Washington,WA,US,47.219,-122.2338,10093
Cottage Lake,Washington,WA,US,47.7466,-122.0755,23941
Puget Island,Washington,WA,US,46.1742,-123.3829,899
Woods Creek,Washington,WA,US,47.8821,-121.8982,5826
Washougal,Washington,WA,US,45.5812,-122.3433,15711
Sisco Heights,Washington,WA,US,48.1188,-122.1076,2810
Canterwood,Washington,WA,US,47.3766,-122.6022,3220
Wapato,Washington,WA,US,46.4434,-120.4215,7686
Lower Elochoman,Washington,WA,US,46.2185,-123.3698,160
Lake Goodwin,Washington,WA,US,48.1387,-122.2804,3879
Banks Lake South,Washington,WA,US,47.6315,-119.276,270
Kent,Washington,WA,US,47.3887,-122.2128,128458
Bickleton,Washington,WA,US,46.0056,-120.3081,67
Ryderwood,Washington,WA,US,46.375,-123.0441,332
Cavalero,Washington,WA,US,47.9845,-122.0746,5284
La Conner,Washington,WA,US,48.3925,-122.4945,3475
Martha Lake,Washington,WA,US,47.848,-122.2326,18566
George,Washington,WA,US,47.0845,-119.8598,507
Snohomish,Washington,WA,US,47.9277,-122.097,10089
Eatonville,Washington,WA,US,46.8682,-122.2698,3038
Carson,Washington,WA,US,45.7353,-121.8219,2688
